FIPS,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019
51640,Virginia,Galax city,"7,042","6,347"
51650,Virginia,Hampton city,"137,436","134,510"
51660,Virginia,Harrisonburg city,"48,914","53,016"
51670,Virginia,Hopewell city,"22,591","22,529"
51678,Virginia,Lexington city,"7,042","7,446"
51680,Virginia,Lynchburg city,"75,568","82,168"
51683,Virginia,Manassas city,"37,821","41,085"
51685,Virginia,Manassas Park city,"14,273","17,478"
51690,Virginia,Martinsville city,"13,821","12,554"
51700,Virginia,Newport News city,"180,719","179,225"
51710,Virginia,Norfolk city,"242,803","242,742"
51720,Virginia,Norton city,"3,958","3,981"
51730,Virginia,Petersburg city,"32,420","31,346"
51735,Virginia,Poquoson city,"12,150","12,271"
51740,Virginia,Portsmouth city,"95,535","94,398"
51750,Virginia,Radford city,"16,408","18,249"
51760,Virginia,Richmond city,"204,214","230,436"
51770,Virginia,Roanoke city,"97,032","99,143"
51775,Virginia,Salem city,"24,802","25,301"
51790,Virginia,Staunton city,"23,746","24,932"
51800,Virginia,Suffolk city,"84,585","92,108"
51810,Virginia,Virginia Beach city,"437,994","449,974"
51820,Virginia,Waynesboro city,"21,006","22,630"
51830,Virginia,Williamsburg city,"14,068","14,954"
51840,Virginia,Winchester city,"26,203","28,078"
53000,Washington,Washington,"6,724,540","7,614,893"
53001,Washington,Adams County,"18,728","19,983"
53003,Washington,Asotin County,"21,623","22,582"
53005,Washington,Benton County,"175,177","204,390"
53007,Washington,Chelan County,"72,453","77,200"
53009,Washington,Clallam County,"71,404","77,331"
53011,Washington,Clark County,"425,363","488,241"
53013,Washington,Columbia County,"4,078","3,985"
53015,Washington,Cowlitz County,"102,410","110,593"
53017,Washington,Douglas County,"38,431","43,429"
53019,Washington,Ferry County,"7,551","7,627"
53021,Washington,Franklin County,"78,163","95,222"
53023,Washington,Garfield County,"2,266","2,225"
53025,Washington,Grant County,"89,120","97,733"
53027,Washington,Grays Harbor County,"72,797","75,061"
53029,Washington,Island County,"78,506","85,141"
53031,Washington,Jefferson County,"29,872","32,221"
53033,Washington,King County,"1,931,249","2,252,782"
53035,Washington,Kitsap County,"251,133","271,473"
53037,Washington,Kittitas County,"40,915","47,935"
53039,Washington,Klickitat County,"20,318","22,425"
53041,Washington,Lewis County,"75,455","80,707"
53043,Washington,Lincoln County,"10,570","10,939"
53045,Washington,Mason County,"60,699","66,768"
53047,Washington,Okanogan County,"41,120","42,243"
53049,Washington,Pacific County,"20,920","22,471"
53051,Washington,Pend Oreille County,"13,001","13,724"
53053,Washington,Pierce County,"795,225","904,980"
53055,Washington,San Juan County,"15,769","17,582"
53057,Washington,Skagit County,"116,901","129,205"
53059,Washington,Skamania County,"11,066","12,083"
53061,Washington,Snohomish County,"713,335","822,083"
53063,Washington,Spokane County,"471,221","522,798"
53065,Washington,Stevens County,"43,531","45,723"
53067,Washington,Thurston County,"252,264","290,536"
53069,Washington,Wahkiakum County,"3,978","4,488"
53071,Washington,Walla Walla County,"58,781","60,760"
53073,Washington,Whatcom County,"201,140","229,247"
53075,Washington,Whitman County,"44,776","50,104"
53077,Washington,Yakima County,"243,231","250,873"
54000,West Virginia,West Virginia,"1,852,994","1,792,147"
54001,West Virginia,Barbour County,"16,589","16,441"
54003,West Virginia,Berkeley County,"104,169","119,171"
54005,West Virginia,Boone County,"24,629","21,457"
54007,West Virginia,Braxton County,"14,523","13,957"
54009,West Virginia,Brooke County,"24,069","21,939"
54011,West Virginia,Cabell County,"96,319","91,945"
54013,West Virginia,Calhoun County,"7,627","7,109"
54015,West Virginia,Clay County,"9,386","8,508"
54017,West Virginia,Doddridge County,"8,202","8,448"
54019,West Virginia,Fayette County,"46,039","42,406"
54021,West Virginia,Gilmer County,"8,693","7,823"
54023,West Virginia,Grant County,"11,937","11,568"
54025,West Virginia,Greenbrier County,"35,480","34,662"
54027,West Virginia,Hampshire County,"23,964","23,175"
54029,West Virginia,Hancock County,"30,676","28,810"
54031,West Virginia,Hardy County,"14,025","13,776"
54033,West Virginia,Harrison County,"69,099","67,256"
54035,West Virginia,Jackson County,"29,211","28,576"
54037,West Virginia,Jefferson County,"53,498","57,146"
54039,West Virginia,Kanawha County,"193,063","178,124"
54041,West Virginia,Lewis County,"16,372","15,907"
54043,West Virginia,Lincoln County,"21,720","20,409"
54045,West Virginia,Logan County,"36,743","32,019"
54047,West Virginia,McDowell County,"22,113","17,624"
54049,West Virginia,Marion County,"56,418","56,072"
54051,West Virginia,Marshall County,"33,107","30,531"
54053,West Virginia,Mason County,"27,324","26,516"
54055,West Virginia,Mercer County,"62,264","58,758"
54057,West Virginia,Mineral County,"28,212","26,868"
54059,West Virginia,Mingo County,"26,839","23,424"
54061,West Virginia,Monongalia County,"96,189","105,612"
54063,West Virginia,Monroe County,"13,502","13,275"
54065,West Virginia,Morgan County,"17,541","17,884"
54067,West Virginia,Nicholas County,"26,233","24,496"
54069,West Virginia,Ohio County,"44,443","41,411"
54071,West Virginia,Pendleton County,"7,695","6,969"
54073,West Virginia,Pleasants County,"7,605","7,460"
54075,West Virginia,Pocahontas County,"8,719","8,247"
54077,West Virginia,Preston County,"33,520","33,432"
54079,West Virginia,Putnam County,"55,486","56,450"
54081,West Virginia,Raleigh County,"78,859","73,361"
54083,West Virginia,Randolph County,"29,405","28,695"
54085,West Virginia,Ritchie County,"10,449","9,554"
54087,West Virginia,Roane County,"14,926","13,688"
54089,West Virginia,Summers County,"13,927","12,573"
54091,West Virginia,Taylor County,"16,895","16,695"
54093,West Virginia,Tucker County,"7,141","6,839"
54095,West Virginia,Tyler County,"9,208","8,591"
54097,West Virginia,Upshur County,"24,254","24,176"
54099,West Virginia,Wayne County,"42,481","39,402"
54101,West Virginia,Webster County,"9,154","8,114"
54103,West Virginia,Wetzel County,"16,583","15,065"
54105,West Virginia,Wirt County,"5,717","5,821"
54107,West Virginia,Wood County,"86,956","83,518"
54109,West Virginia,Wyoming County,"23,796","20,394"
55000,Wisconsin,Wisconsin,"5,686,986","5,822,434"
55001,Wisconsin,Adams County,"20,875","20,220"
55003,Wisconsin,Ashland County,"16,157","15,562"
55005,Wisconsin,Barron County,"45,870","45,244"
55007,Wisconsin,Bayfield County,"15,014","15,036"
55009,Wisconsin,Brown County,"248,007","264,542"
55011,Wisconsin,Buffalo County,"13,587","13,031"
55013,Wisconsin,Burnett County,"15,457","15,414"
55015,Wisconsin,Calumet County,"48,971","50,089"
55017,Wisconsin,Chippewa County,"62,415","64,658"
55019,Wisconsin,Clark County,"34,690","34,774"
55021,Wisconsin,Columbia County,"56,833","57,532"
55023,Wisconsin,Crawford County,"16,644","16,131"
55025,Wisconsin,Dane County,"488,073","546,695"
55027,Wisconsin,Dodge County,"88,759","87,839"
55029,Wisconsin,Door County,"27,785","27,668"
55031,Wisconsin,Douglas County,"44,159","43,150"
55033,Wisconsin,Dunn County,"43,857","45,368"
55035,Wisconsin,Eau Claire County,"98,736","104,646"
55037,Wisconsin,Florence County,"4,423","4,295"
55039,Wisconsin,Fond du Lac County,"101,633","103,403"
55041,Wisconsin,Forest County,"9,304","9,004"
55043,Wisconsin,Grant County,"51,208","51,439"
55045,Wisconsin,Green County,"36,842","36,960"
55047,Wisconsin,Green Lake County,"19,051","18,913"
55049,Wisconsin,Iowa County,"23,687","23,678"
55051,Wisconsin,Iron County,"5,916","5,687"
55053,Wisconsin,Jackson County,"20,449","20,643"
55055,Wisconsin,Jefferson County,"83,686","84,769"
55057,Wisconsin,Juneau County,"26,664","26,687"
55059,Wisconsin,Kenosha County,"166,426","169,561"
55061,Wisconsin,Kewaunee County,"20,574","20,434"
55063,Wisconsin,La Crosse County,"114,638","118,016"
55065,Wisconsin,Lafayette County,"16,836","16,665"
55067,Wisconsin,Langlade County,"19,977","19,189"
55069,Wisconsin,Lincoln County,"28,743","27,593"
55071,Wisconsin,Manitowoc County,"81,442","78,981"
55073,Wisconsin,Marathon County,"134,063","135,692"
55075,Wisconsin,Marinette County,"41,749","40,350"
55077,Wisconsin,Marquette County,"15,404","15,574"
55078,Wisconsin,Menominee County,"4,232","4,556"
55079,Wisconsin,Milwaukee County,"947,735","945,726"
55081,Wisconsin,Monroe County,"44,673","46,253"
55083,Wisconsin,Oconto County,"37,660","37,930"
55085,Wisconsin,Oneida County,"35,998","35,595"
55087,Wisconsin,Outagamie County,"176,695","187,885"
55089,Wisconsin,Ozaukee County,"86,395","89,221"
55091,Wisconsin,Pepin County,"7,469","7,287"
55093,Wisconsin,Pierce County,"41,019","42,754"
55095,Wisconsin,Polk County,"44,205","43,783"
55097,Wisconsin,Portage County,"70,019","70,772"
55099,Wisconsin,Price County,"14,159","13,351"
55101,Wisconsin,Racine County,"195,408","196,311"
55103,Wisconsin,Richland County,"18,021","17,252"
55105,Wisconsin,Rock County,"160,331","163,354"
55107,Wisconsin,Rusk County,"14,755","14,178"
55109,Wisconsin,St. Croix County,"84,345","90,687"
55111,Wisconsin,Sauk County,"61,976","64,442"
55113,Wisconsin,Sawyer County,"16,557","16,558"
55115,Wisconsin,Shawano County,"41,949","40,899"
55117,Wisconsin,Sheboygan County,"115,507","115,340"
55119,Wisconsin,Taylor County,"20,689","20,343"
55121,Wisconsin,Trempealeau County,"28,816","29,649"
55123,Wisconsin,Vernon County,"29,773","30,822"
55125,Wisconsin,Vilas County,"21,430","22,195"
55127,Wisconsin,Walworth County,"102,228","103,868"
55129,Wisconsin,Washburn County,"15,911","15,720"
55131,Wisconsin,Washington County,"131,887","136,034"
55133,Wisconsin,Waukesha County,"389,891","404,198"
55135,Wisconsin,Waupaca County,"52,410","50,990"
55137,Wisconsin,Waushara County,"24,496","24,443"
55139,Wisconsin,Winnebago County,"166,994","171,907"
55141,Wisconsin,Wood County,"74,749","72,999"
56000,Wyoming,Wyoming,"563,626","578,759"
56001,Wyoming,Albany County,"36,299","38,880"
56003,Wyoming,Big Horn County,"11,668","11,790"
56005,Wyoming,Campbell County,"46,133","46,341"
56007,Wyoming,Carbon County,"15,885","14,800"
56009,Wyoming,Converse County,"13,833","13,822"
56011,Wyoming,Crook County,"7,083","7,584"
56013,Wyoming,Fremont County,"40,123","39,261"
56015,Wyoming,Goshen County,"13,249","13,211"
56017,Wyoming,Hot Springs County,"4,812","4,413"
56019,Wyoming,Johnson County,"8,569","8,445"
56021,Wyoming,Laramie County,"91,738","99,500"
56023,Wyoming,Lincoln County,"18,106","19,830"
56025,Wyoming,Natrona County,"75,450","79,858"
56027,Wyoming,Niobrara County,"2,484","2,356"
56029,Wyoming,Park County,"28,205","29,194"
56031,Wyoming,Platte County,"8,667","8,393"
56033,Wyoming,Sheridan County,"29,116","30,485"
56035,Wyoming,Sublette County,"10,247","9,831"
56037,Wyoming,Sweetwater County,"43,806","42,343"
56039,Wyoming,Teton County,"21,294","23,464"
56041,Wyoming,Uinta County,"21,118","20,226"
56043,Wyoming,Washakie County,"8,533","7,805"
56045,Wyoming,Weston County,"7,208","6,927"
6000,California,California,"37,253,956","39,512,223"
6001,California,Alameda County,"1,510,271","1,671,329"
6003,California,Alpine County,"1,175","1,129"
6005,California,Amador County,"38,091","39,752"
6007,California,Butte County,"220,000","219,186"
6009,California,Calaveras County,"45,578","45,905"
6011,California,Colusa County,"21,419","21,547"
6013,California,Contra Costa County,"1,049,025","1,153,526"
6015,California,Del Norte County,"28,610","27,812"
6017,California,El Dorado County,"181,058","192,843"
6019,California,Fresno County,"930,450","999,101"
6021,California,Glenn County,"28,122","28,393"
6023,California,Humboldt County,"134,623","135,558"
6025,California,Imperial County,"174,528","181,215"
6027,California,Inyo County,"18,546","18,039"
6029,California,Kern County,"839,631","900,202"
6031,California,Kings County,"152,982","152,940"
6033,California,Lake County,"64,665","64,386"
6035,California,Lassen County,"34,895","30,573"
6037,California,Los Angeles County,"9,818,605","10,039,107"
6039,California,Madera County,"150,865","157,327"
6041,California,Marin County,"252,409","258,826"
6043,California,Mariposa County,"18,251","17,203"
6045,California,Mendocino County,"87,841","86,749"
6047,California,Merced County,"255,793","277,680"
6049,California,Modoc County,"9,686","8,841"
6051,California,Mono County,"14,202","14,444"
6053,California,Monterey County,"415,057","434,061"
6055,California,Napa County,"136,484","137,744"
6057,California,Nevada County,"98,764","99,755"
6059,California,Orange County,"3,010,232","3,175,692"
6061,California,Placer County,"348,432","398,329"
6063,California,Plumas County,"20,007","18,807"
6065,California,Riverside County,"2,189,641","2,470,546"
6067,California,Sacramento County,"1,418,788","1,552,058"
6069,California,San Benito County,"55,269","62,808"
6071,California,San Bernardino County,"2,035,210","2,180,085"
6073,California,San Diego County,"3,095,313","3,338,330"
6075,California,San Francisco County,"805,235","881,549"
6077,California,San Joaquin County,"685,306","762,148"
6079,California,San Luis Obispo County,"269,637","283,111"
6081,California,San Mateo County,"718,451","766,573"
6083,California,Santa Barbara County,"423,895","446,499"
6085,California,Santa Clara County,"1,781,642","1,927,852"
6087,California,Santa Cruz County,"262,382","273,213"
6089,California,Shasta County,"177,223","180,080"
6091,California,Sierra County,"3,240","3,005"
6093,California,Siskiyou County,"44,900","43,539"
6095,California,Solano County,"413,344","447,643"
6097,California,Sonoma County,"483,878","494,336"
6099,California,Stanislaus County,"514,453","550,660"
6101,California,Sutter County,"94,737","96,971"
6103,California,Tehama County,"63,463","65,084"
6105,California,Trinity County,"13,786","12,285"
6107,California,Tulare County,"442,179","466,195"
6109,California,Tuolumne County,"55,365","54,478"
6111,California,Ventura County,"823,318","846,006"
6113,California,Yolo County,"200,849","220,500"
6115,California,Yuba County,"72,155","78,668"
8000,Colorado,Colorado,"5,029,196","5,758,736"
8001,Colorado,Adams County,"441,603","517,421"
8003,Colorado,Alamosa County,"15,445","16,233"
8005,Colorado,Arapahoe County,"572,003","656,590"
8007,Colorado,Archuleta County,"12,084","14,029"
8009,Colorado,Baca County,"3,788","3,581"
8011,Colorado,Bent County,"6,499","5,577"
8013,Colorado,Boulder County,"294,567","326,196"
8014,Colorado,Broomfield County,"55,889","70,465"
8015,Colorado,Chaffee County,"17,809","20,356"
8017,Colorado,Cheyenne County,"1,836","1,831"
8019,Colorado,Clear Creek County,"9,088","9,700"
8021,Colorado,Conejos County,"8,256","8,205"
8023,Colorado,Costilla County,"3,524","3,887"
8025,Colorado,Crowley County,"5,823","6,061"
8027,Colorado,Custer County,"4,255","5,068"
8029,Colorado,Delta County,"30,952","31,162"
8031,Colorado,Denver County,"600,158","727,211"
8033,Colorado,Dolores County,"2,064","2,055"
8035,Colorado,Douglas County,"285,465","351,154"
8037,Colorado,Eagle County,"52,197","55,127"
8039,Colorado,Elbert County,"23,086","26,729"
8041,Colorado,El Paso County,"622,263","720,403"
8043,Colorado,Fremont County,"46,824","47,839"
8045,Colorado,Garfield County,"56,389","60,061"
8047,Colorado,Gilpin County,"5,441","6,243"
8049,Colorado,Grand County,"14,843","15,734"
8051,Colorado,Gunnison County,"15,324","17,462"
8053,Colorado,Hinsdale County,843,820
8055,Colorado,Huerfano County,"6,711","6,897"
8057,Colorado,Jackson County,"1,394","1,392"
8059,Colorado,Jefferson County,"534,543","582,881"
8061,Colorado,Kiowa County,"1,398","1,406"
8063,Colorado,Kit Carson County,"8,270","7,097"
8065,Colorado,Lake County,"7,310","8,127"
8067,Colorado,La Plata County,"51,334","56,221"
8069,Colorado,Larimer County,"299,630","356,899"
8071,Colorado,Las Animas County,"15,507","14,506"
8073,Colorado,Lincoln County,"5,467","5,701"
8075,Colorado,Logan County,"22,709","22,409"
8077,Colorado,Mesa County,"146,723","154,210"
8079,Colorado,Mineral County,712,769
8081,Colorado,Moffat County,"13,795","13,283"
8083,Colorado,Montezuma County,"25,535","26,183"
8085,Colorado,Montrose County,"41,276","42,758"
8087,Colorado,Morgan County,"28,159","29,068"
8089,Colorado,Otero County,"18,831","18,278"
8091,Colorado,Ouray County,"4,436","4,952"
8093,Colorado,Park County,"16,206","18,845"
8095,Colorado,Phillips County,"4,442","4,265"
8097,Colorado,Pitkin County,"17,148","17,767"
8099,Colorado,Prowers County,"12,551","12,172"
8101,Colorado,Pueblo County,"159,063","168,424"
8103,Colorado,Rio Blanco County,"6,666","6,324"
8105,Colorado,Rio Grande County,"11,982","11,267"
8107,Colorado,Routt County,"23,509","25,638"
8109,Colorado,Saguache County,"6,108","6,824"
8111,Colorado,San Juan County,699,728
8113,Colorado,San Miguel County,"7,359","8,179"
8115,Colorado,Sedgwick County,"2,379","2,248"
8117,Colorado,Summit County,"27,994","31,011"
8119,Colorado,Teller County,"23,350","25,388"
8121,Colorado,Washington County,"4,814","4,908"
8123,Colorado,Weld County,"252,825","324,492"
8125,Colorado,Yuma County,"10,043","10,019"
9000,Connecticut,Connecticut,"3,574,097","3,565,287"
9001,Connecticut,Fairfield County,"916,829","943,332"
9003,Connecticut,Hartford County,"894,014","891,720"
9005,Connecticut,Litchfield County,"189,927","180,333"
9007,Connecticut,Middlesex County,"165,676","162,436"
9009,Connecticut,New Haven County,"862,477","854,757"
9011,Connecticut,New London County,"274,055","265,206"
9013,Connecticut,Tolland County,"152,691","150,721"
9015,Connecticut,Windham County,"118,428","116,782"
